Unnamed: 0,车站代码,地址,城市,省份,坐标（高德GCJ-02坐标系）
兰棱,LLB,黑龙江省哈尔滨市兰棱镇,哈尔滨市,黑龙江省,"126.194626,45.215981"
零陵,UWZ,湖南省永州市零陵区零陵火车站,永州市,湖南省,"111.582557,26.222871"
卢龙,UAP,河北省秦皇岛市卢龙县卢龙火车站,秦皇岛市,河北省,"118.984084,39.952772"
喇嘛甸,LMX,西藏自治区那曲地区比如县喇嘛,那曲地区,西藏自治区,"93.535187,31.082615"
里木店,LMB,广西壮族自治区来宾市忻城县里木,来宾市,广西壮族自治区,"108.762886,23.953764"
洛门,LMJ,甘肃省天水市武山县洛门镇,天水市,甘肃省,"105.018784,34.754189"
龙南,UNG,江西省赣州市龙南县龙南火车站,赣州市,江西省,"114.877919,24.919687"
梁平,UQW,重庆市梁平区梁平火车站,重庆市,重庆市,"107.817367,30.715218"
罗平,LPM,云南省曲靖市罗平县罗平火车站,曲靖市,云南省,"104.315509,24.907568"
落坡岭,LPP,河北省石家庄市赞皇县落坡,石家庄市,河北省,"114.131721,37.547844"
六盘山,UPJ,辽宁省盘锦市双台子区盘山火车站,盘锦市,辽宁省,"122.061172,41.196625"
乐平市,LPG,江西省景德镇市乐平市乐平市火车站,景德镇市,江西省,"117.114668,28.966094"
临清,UQK,,,,
龙泉寺,UQJ,,,,
乐山北,UTW,四川省乐山市,乐山市,四川省,"103.765568,29.552106"
乐善村,LUM,辽宁省铁岭市西丰县乐善乡,铁岭市,辽宁省,"124.675270,42.745342"
冷水江东,UDQ,湖南省娄底市冷水江市东火车站,娄底市,湖南省,"111.467547,27.658446"
连山关,LGT,,,,
流水沟,USP,福建省福州市平潭县流水镇,福州市,福建省,"119.860664,25.591557"
丽水,USH,浙江省丽水市莲都区丽水火车站,丽水市,浙江省,"119.953902,28.441821"
陵水,LIQ,海南省陵水黎族自治县陵水火车站,,海南省,
罗山,LRN,河南省信阳市罗山县罗山火车站,信阳市,河南省,"114.550205,32.166107"
鲁山,LAF,河南省平顶山市鲁山县鲁山,平顶山市,河南省,"112.906679,33.743161"
梁山,LMK,山东省济宁市梁山县梁山火车站,济宁市,山东省,"115.936805,35.818737"
灵石,LSV,山西省晋中市灵石县灵石火车站,晋中市,山西省,"111.771376,36.860866"
露水河,LUL,四川省泸州市合江县露水,泸州市,四川省,"105.864029,28.664562"
庐山,LSG,江西省九江市柴桑区庐山火车站,九江市,江西省,"115.881134,29.596459"
林盛堡,LBT,黑龙江省绥化市兰西县林盛村,绥化市,黑龙江省,"126.316414,46.312378"
柳树屯,LSD,四川省遂宁市射洪县柳树镇,遂宁市,四川省,"105.421028,30.727585"
龙山镇,LAS,,,,
梨树镇,LSB,吉林省四平市梨树县梨树镇,四平市,吉林省,"124.340449,43.297902"
李石寨,LET,辽宁省抚顺市望花区李石街道,抚顺市,辽宁省,"123.718719,41.820271"
黎塘,LTZ,广西壮族自治区南宁市宾阳县黎塘镇,南宁市,广西壮族自治区,"109.132019,23.201958"
轮台,LAR,新疆维吾尔自治区巴音郭楞蒙古自治州轮台县轮台火车站,巴音郭楞蒙古自治州,新疆维吾尔自治区,"84.098681,41.850476"
芦台,LTP,天津市宁河县芦台镇,天津市,天津市,"117.808403,39.288841"
龙塘坝,LBM,贵州省黔南布依族苗族自治州瓮安县龙塘乡,黔南布依族苗族自治州,贵州省,"107.393478,27.258635"
濑湍,LVZ,广西壮族自治区崇左市江州区濑湍镇,崇左市,广西壮族自治区,"107.502556,22.444021"
